Student Code,State,Started on,Completed,Time taken,Grade/10.00,Q. 1 /2.00,Q. 2 /2.00,Q. 3 /2.00,Q. 4 /2.00,Q. 5 /2.00
571,Finished,4 April 2022  5:31 PM,4 April 2022  5:39 PM,8 mins 7 secs,2.00,2.00,0.00,0.00,0.00,0.00
571,Finished,4 April 2022  5:41 PM,4 April 2022  5:45 PM,4 mins 21 secs,10.00,2.00,2.00,2.00,2.00,2.00
94,Finished,5 April 2022  9:41 AM,5 April 2022  9:45 AM,4 mins 30 secs,2.00,0.00,2.00,0.00,0.00,0.00
94,Finished,5 April 2022  9:46 AM,5 April 2022  9:47 AM,1 min 6 secs,10.00,2.00,2.00,2.00,2.00,2.00
89,Finished,5 April 2022  10:26 AM,5 April 2022  10:33 AM,7 mins 15 secs,6.00,0.00,2.00,2.00,0.00,2.00
89,Finished,5 April 2022  10:34 AM,5 April 2022  10:35 AM,1 min 15 secs,8.00,2.00,2.00,2.00,0.00,2.00
89,Finished,5 April 2022  10:36 AM,5 April 2022  10:37 AM,49 secs,10.00,2.00,2.00,2.00,2.00,2.00
91,Finished,5 April 2022  4:09 PM,5 April 2022  4:13 PM,3 mins 49 secs,2.00,0.00,2.00,0.00,0.00,0.00
91,Finished,5 April 2022  4:13 PM,5 April 2022  4:14 PM,58 secs,10.00,2.00,2.00,2.00,2.00,2.00
95,Finished,6 April 2022  12:08 AM,6 April 2022  12:15 AM,6 mins 23 secs,2.00,0.00,2.00,0.00,0.00,0.00
95,Finished,6 April 2022  12:16 AM,6 April 2022  12:16 AM,28 secs,10.00,2.00,2.00,2.00,2.00,2.00
93,Finished,6 April 2022  7:36 AM,6 April 2022  7:42 AM,6 mins 24 secs,6.00,2.00,2.00,2.00,0.00,0.00
93,Finished,6 April 2022  7:43 AM,6 April 2022  7:44 AM,48 secs,10.00,2.00,2.00,2.00,2.00,2.00
98,Finished,6 April 2022  2:57 PM,6 April 2022  3:01 PM,3 mins 46 secs,2.00,0.00,2.00,0.00,-,0.00
98,Finished,6 April 2022  3:02 PM,6 April 2022  3:02 PM,28 secs,10.00,2.00,2.00,2.00,2.00,2.00
260,Finished,6 April 2022  7:21 PM,7 April 2022  12:31 AM,5 hours 9 mins,4.00,0.00,2.00,2.00,0.00,0.00
96,Finished,6 April 2022  8:04 PM,6 April 2022  8:06 PM,2 mins 9 secs,4.00,2.00,0.00,0.00,-,2.00
96,Finished,6 April 2022  8:08 PM,6 April 2022  8:08 PM,29 secs,10.00,2.00,2.00,2.00,2.00,2.00
260,Finished,7 April 2022  12:31 AM,7 April 2022  12:32 AM,44 secs,10.00,2.00,2.00,2.00,2.00,2.00
114,Finished,7 April 2022  5:19 PM,7 April 2022  5:25 PM,6 mins 21 secs,0.00,0.00,0.00,0.00,0.00,0.00
114,Finished,7 April 2022  5:27 PM,7 April 2022  5:28 PM,1 min 40 secs,8.00,2.00,2.00,2.00,0.00,2.00
139,Finished,8 April 2022  8:39 AM,8 April 2022  8:53 AM,14 mins 12 secs,2.00,2.00,0.00,0.00,0.00,0.00
139,Finished,8 April 2022  8:54 AM,8 April 2022  8:54 AM,26 secs,10.00,2.00,2.00,2.00,2.00,2.00
99,Finished,8 April 2022  9:33 AM,8 April 2022  9:43 AM,9 mins 43 secs,2.00,0.00,0.00,2.00,0.00,0.00
99,Finished,8 April 2022  9:44 AM,8 April 2022  9:45 AM,59 secs,10.00,2.00,2.00,2.00,2.00,2.00
102,Finished,8 April 2022  10:16 AM,8 April 2022  10:23 AM,7 mins 15 secs,2.00,0.00,0.00,0.00,0.00,2.00
104,Finished,8 April 2022  10:16 AM,8 April 2022  10:26 AM,9 mins 58 secs,2.00,2.00,0.00,0.00,0.00,0.00
102,Finished,8 April 2022  10:25 AM,8 April 2022  10:25 AM,54 secs,8.00,2.00,2.00,2.00,0.00,2.00
104,Finished,8 April 2022  10:28 AM,8 April 2022  10:29 AM,1 min 5 secs,8.00,2.00,2.00,2.00,0.00,2.00
104,Finished,8 April 2022  10:30 AM,8 April 2022  10:31 AM,55 secs,10.00,2.00,2.00,2.00,2.00,2.00
100,Finished,8 April 2022  9:49 PM,8 April 2022  9:50 PM,45 secs,2.00,0.00,2.00,0.00,0.00,0.00
100,Finished,8 April 2022  9:51 PM,8 April 2022  9:52 PM,1 min 16 secs,8.00,2.00,2.00,2.00,-,2.00
161,Finished,9 April 2022  5:19 AM,9 April 2022  5:21 AM,2 mins 47 secs,0.00,0.00,0.00,0.00,0.00,0.00
161,Finished,9 April 2022  5:22 AM,9 April 2022  5:23 AM,41 secs,8.00,2.00,2.00,2.00,0.00,2.00
107,Finished,9 April 2022  9:30 PM,9 April 2022  9:34 PM,4 mins 12 secs,2.00,0.00,0.00,2.00,0.00,0.00
107,Finished,9 April 2022  9:35 PM,9 April 2022  9:35 PM,34 secs,10.00,2.00,2.00,2.00,2.00,2.00
116,Finished,9 April 2022  10:59 PM,9 April 2022  11:02 PM,2 mins 54 secs,2.00,0.00,0.00,0.00,0.00,2.00
116,Finished,9 April 2022  11:03 PM,9 April 2022  11:04 PM,1 min 9 secs,8.00,2.00,2.00,2.00,0.00,2.00
116,Finished,9 April 2022  11:05 PM,9 April 2022  11:06 PM,52 secs,10.00,2.00,2.00,2.00,2.00,2.00
108,Finished,10 April 2022  2:33 AM,10 April 2022  2:33 AM,30 secs,2.00,0.00,0.00,0.00,0.00,2.00
108,Finished,10 April 2022  2:34 AM,10 April 2022  2:36 AM,1 min 52 secs,10.00,2.00,2.00,2.00,2.00,2.00
118,Finished,10 April 2022  11:27 AM,10 April 2022  11:30 AM,2 mins 10 secs,0.00,0.00,0.00,0.00,0.00,0.00
118,Finished,10 April 2022  11:30 AM,10 April 2022  11:31 AM,1 min 10 secs,10.00,2.00,2.00,2.00,2.00,2.00
158,Finished,10 April 2022  3:04 PM,10 April 2022  3:11 PM,6 mins 47 secs,0.00,0.00,0.00,0.00,0.00,0.00
109,Finished,10 April 2022  6:31 PM,10 April 2022  6:37 PM,6 mins 33 secs,4.00,0.00,2.00,2.00,0.00,0.00
109,In progress,10 April 2022  6:38 PM,-,-,-,-,-,-,-,-
110,Finished,10 April 2022  7:00 PM,10 April 2022  7:01 PM,42 secs,4.00,0.00,2.00,0.00,0.00,2.00
111,Finished,10 April 2022  7:02 PM,10 April 2022  7:04 PM,1 min 57 secs,10.00,2.00,2.00,2.00,2.00,2.00
134,Finished,10 April 2022  9:26 PM,10 April 2022  9:33 PM,6 mins 20 secs,2.00,0.00,2.00,0.00,0.00,0.00
112,Finished,10 April 2022  10:32 PM,10 April 2022  10:32 PM,36 secs,0.00,0.00,0.00,0.00,0.00,0.00
112,Finished,10 April 2022  10:33 PM,10 April 2022  10:35 PM,1 min 15 secs,10.00,2.00,2.00,2.00,2.00,2.00
127,Finished,11 April 2022  7:56 AM,11 April 2022  8:08 AM,11 mins 22 secs,2.00,0.00,2.00,0.00,0.00,0.00
127,Finished,11 April 2022  8:09 AM,11 April 2022  8:10 AM,1 min 24 secs,8.00,0.00,2.00,2.00,2.00,2.00
127,Finished,11 April 2022  8:11 AM,11 April 2022  8:12 AM,58 secs,10.00,2.00,2.00,2.00,2.00,2.00
113,Finished,11 April 2022  8:55 AM,11 April 2022  9:05 AM,10 mins 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
113,Finished,11 April 2022  9:06 AM,11 April 2022  9:06 AM,33 secs,10.00,2.00,2.00,2.00,2.00,2.00
137,Finished,11 April 2022  11:41 AM,11 April 2022  11:47 AM,5 mins 59 secs,6.00,2.00,2.00,2.00,0.00,0.00
115,Finished,11 April 2022  2:26 PM,11 April 2022  2:27 PM,41 secs,2.00,0.00,0.00,2.00,0.00,0.00
115,Finished,11 April 2022  2:27 PM,11 April 2022  2:28 PM,33 secs,8.00,2.00,2.00,2.00,0.00,2.00
133,Finished,11 April 2022  11:11 PM,11 April 2022  11:13 PM,1 min 34 secs,2.00,0.00,0.00,2.00,0.00,0.00
133,Finished,11 April 2022  11:13 PM,11 April 2022  11:14 PM,21 secs,8.00,2.00,2.00,2.00,2.00,0.00
133,Finished,11 April 2022  11:14 PM,11 April 2022  11:14 PM,23 secs,10.00,2.00,2.00,2.00,2.00,2.00
150,Finished,11 April 2022  11:31 PM,11 April 2022  11:37 PM,5 mins 25 secs,6.00,2.00,2.00,2.00,0.00,0.00
180,Finished,12 April 2022  12:26 AM,12 April 2022  12:44 AM,18 mins 13 secs,4.00,0.00,2.00,2.00,0.00,0.00
117,Finished,12 April 2022  8:10 AM,12 April 2022  8:19 AM,9 mins 9 secs,0.00,0.00,0.00,0.00,0.00,0.00
117,Finished,12 April 2022  8:20 AM,12 April 2022  8:21 AM,1 min 5 secs,10.00,2.00,2.00,2.00,2.00,2.00
120,Finished,12 April 2022  10:43 AM,12 April 2022  10:47 AM,4 mins 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
120,Finished,12 April 2022  10:48 AM,12 April 2022  10:49 AM,50 secs,8.00,0.00,2.00,2.00,2.00,2.00
134,Finished,12 April 2022  10:52 AM,12 April 2022  10:58 AM,6 mins 3 secs,6.00,2.00,2.00,0.00,0.00,2.00
119,Finished,12 April 2022  11:38 AM,12 April 2022  11:39 AM,1 min 15 secs,2.00,2.00,0.00,0.00,0.00,0.00
119,Finished,12 April 2022  11:41 AM,12 April 2022  11:42 AM,1 min 15 secs,8.00,2.00,2.00,2.00,0.00,2.00
121,Finished,12 April 2022  11:45 AM,12 April 2022  11:48 AM,2 mins 44 secs,2.00,0.00,2.00,0.00,0.00,0.00
121,Finished,12 April 2022  11:48 AM,12 April 2022  11:49 AM,51 secs,10.00,2.00,2.00,2.00,2.00,2.00
122,Finished,12 April 2022  12:07 PM,12 April 2022  12:20 PM,12 mins 23 secs,4.00,0.00,0.00,2.00,0.00,2.00
122,Finished,12 April 2022  12:21 PM,12 April 2022  12:22 PM,57 secs,10.00,2.00,2.00,2.00,2.00,2.00
129,Finished,12 April 2022  1:21 PM,12 April 2022  1:29 PM,8 mins 45 secs,2.00,0.00,0.00,2.00,0.00,0.00
129,Finished,12 April 2022  1:31 PM,12 April 2022  1:31 PM,29 secs,10.00,2.00,2.00,2.00,2.00,2.00
123,Finished,12 April 2022  9:32 PM,12 April 2022  9:35 PM,2 mins 20 secs,8.00,2.00,2.00,2.00,0.00,2.00
123,Finished,12 April 2022  9:35 PM,12 April 2022  9:36 PM,48 secs,10.00,2.00,2.00,2.00,2.00,2.00
128,Finished,13 April 2022  12:15 AM,13 April 2022  12:22 AM,7 mins 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
128,Finished,13 April 2022  12:23 AM,13 April 2022  12:23 AM,35 secs,10.00,2.00,2.00,2.00,2.00,2.00
1391,Finished,13 April 2022  12:59 AM,13 April 2022  1:08 AM,8 mins 18 secs,2.00,0.00,2.00,0.00,-,0.00
1391,Finished,13 April 2022  1:09 AM,13 April 2022  1:10 AM,32 secs,10.00,2.00,2.00,2.00,2.00,2.00
124,Finished,13 April 2022  6:40 AM,13 April 2022  6:41 AM,33 secs,4.00,0.00,2.00,0.00,-,2.00
125,Finished,13 April 2022  10:26 AM,13 April 2022  10:27 AM,49 secs,2.00,0.00,2.00,0.00,0.00,0.00
125,Finished,13 April 2022  10:28 AM,13 April 2022  10:29 AM,1 min 8 secs,10.00,2.00,2.00,2.00,2.00,2.00
126,Finished,13 April 2022  10:39 AM,13 April 2022  10:45 AM,5 mins 35 secs,4.00,0.00,2.00,2.00,0.00,0.00
126,Finished,13 April 2022  10:47 AM,13 April 2022  10:48 AM,1 min 7 secs,8.00,2.00,2.00,2.00,0.00,2.00
158,Finished,13 April 2022  10:53 AM,13 April 2022  10:56 AM,2 mins 47 secs,2.00,2.00,0.00,0.00,0.00,0.00
158,Finished,13 April 2022  10:57 AM,13 April 2022  10:58 AM,55 secs,10.00,2.00,2.00,2.00,2.00,2.00
130,Finished,14 April 2022  2:04 AM,14 April 2022  2:09 AM,5 mins 30 secs,2.00,0.00,2.00,0.00,0.00,0.00
130,Finished,14 April 2022  2:10 AM,14 April 2022  2:11 AM,56 secs,8.00,2.00,2.00,2.00,0.00,2.00
130,Finished,14 April 2022  2:12 AM,14 April 2022  2:12 AM,29 secs,10.00,2.00,2.00,2.00,2.00,2.00
132,Finished,14 April 2022  8:43 AM,14 April 2022  8:47 AM,4 mins 23 secs,4.00,0.00,2.00,0.00,2.00,0.00
132,Finished,14 April 2022  8:48 AM,14 April 2022  8:49 AM,1 min 1 sec,10.00,2.00,2.00,2.00,2.00,2.00
131,Finished,14 April 2022  9:50 AM,14 April 2022  9:50 AM,37 secs,4.00,2.00,0.00,2.00,0.00,0.00
136,Finished,14 April 2022  11:07 AM,14 April 2022  11:08 AM,57 secs,4.00,2.00,0.00,0.00,-,2.00
136,Finished,14 April 2022  11:09 AM,14 April 2022  11:10 AM,1 min 53 secs,8.00,2.00,2.00,2.00,0.00,2.00
135,Finished,14 April 2022  6:34 PM,14 April 2022  6:34 PM,22 secs,0.00,-,-,-,-,-
135,Finished,14 April 2022  6:37 PM,14 April 2022  6:39 PM,2 mins 11 secs,10.00,2.00,2.00,2.00,2.00,2.00
143,Finished,14 April 2022  7:17 PM,14 April 2022  7:22 PM,4 mins 28 secs,4.00,0.00,2.00,0.00,2.00,0.00
143,Finished,14 April 2022  7:22 PM,14 April 2022  7:23 PM,48 secs,6.00,2.00,2.00,2.00,0.00,0.00
143,Finished,14 April 2022  7:23 PM,14 April 2022  7:24 PM,31 secs,10.00,2.00,2.00,2.00,2.00,2.00
138,Finished,14 April 2022  11:56 PM,15 April 2022  8:39 AM,8 hours 43 mins,2.00,0.00,2.00,0.00,0.00,0.00
138,Finished,15 April 2022  8:40 AM,15 April 2022  8:42 AM,2 mins 26 secs,8.00,2.00,2.00,2.00,0.00,2.00
140,Finished,15 April 2022  11:10 AM,15 April 2022  11:11 AM,50 secs,0.00,0.00,0.00,0.00,0.00,0.00
140,Finished,15 April 2022  11:12 AM,15 April 2022  11:15 AM,3 mins 16 secs,0.00,0.00,0.00,0.00,0.00,0.00
140,Finished,15 April 2022  11:16 AM,15 April 2022  11:18 AM,1 min 29 secs,4.00,2.00,0.00,0.00,0.00,2.00
141,Finished,15 April 2022  11:29 AM,15 April 2022  11:29 AM,34 secs,4.00,0.00,2.00,0.00,0.00,2.00
184,Finished,15 April 2022  2:15 PM,15 April 2022  2:23 PM,7 mins 49 secs,2.00,2.00,0.00,0.00,-,0.00
184,Finished,15 April 2022  2:24 PM,15 April 2022  2:25 PM,32 secs,10.00,2.00,2.00,2.00,2.00,2.00
144,Finished,15 April 2022  3:34 PM,15 April 2022  3:34 PM,35 secs,0.00,0.00,0.00,0.00,0.00,0.00
144,Finished,15 April 2022  3:35 PM,15 April 2022  3:36 PM,1 min 22 secs,8.00,2.00,2.00,2.00,0.00,2.00
144,Finished,15 April 2022  3:37 PM,15 April 2022  6:47 PM,3 hours 9 mins,10.00,2.00,2.00,2.00,2.00,2.00
145,Finished,15 April 2022  6:55 PM,15 April 2022  6:55 PM,18 secs,0.00,0.00,0.00,0.00,0.00,0.00
145,Finished,15 April 2022  6:57 PM,15 April 2022  6:58 PM,42 secs,8.00,2.00,2.00,2.00,0.00,2.00
146,Finished,15 April 2022  7:39 PM,15 April 2022  7:39 PM,48 secs,4.00,2.00,0.00,0.00,0.00,2.00
146,Finished,15 April 2022  7:43 PM,15 April 2022  7:44 PM,1 min 4 secs,6.00,2.00,2.00,2.00,0.00,0.00
146,In progress,15 April 2022  7:44 PM,-,-,-,-,-,-,-,-
147,Finished,15 April 2022  8:05 PM,15 April 2022  8:06 PM,21 secs,4.00,2.00,0.00,2.00,0.00,0.00
147,Finished,15 April 2022  8:07 PM,15 April 2022  8:08 PM,58 secs,10.00,2.00,2.00,2.00,2.00,2.00
149,Finished,15 April 2022  8:13 PM,15 April 2022  8:25 PM,11 mins 30 secs,4.00,0.00,2.00,2.00,0.00,0.00
149,Finished,15 April 2022  8:27 PM,15 April 2022  8:27 PM,51 secs,8.00,2.00,2.00,2.00,0.00,2.00
148,Finished,15 April 2022  8:29 PM,15 April 2022  8:29 PM,16 secs,0.00,0.00,0.00,0.00,0.00,0.00
148,Finished,15 April 2022  8:30 PM,15 April 2022  8:31 PM,38 secs,10.00,2.00,2.00,2.00,2.00,2.00
1003,Finished,15 April 2022  10:33 PM,15 April 2022  10:38 PM,5 mins 7 secs,4.00,0.00,0.00,2.00,-,2.00
151,Finished,15 April 2022  11:15 PM,15 April 2022  11:15 PM,28 secs,2.00,0.00,0.00,2.00,0.00,0.00
151,Finished,15 April 2022  11:15 PM,15 April 2022  11:18 PM,2 mins 27 secs,10.00,2.00,2.00,2.00,2.00,2.00
152,Finished,16 April 2022  8:23 AM,16 April 2022  8:24 AM,33 secs,4.00,0.00,0.00,2.00,-,2.00
171,Finished,16 April 2022  9:08 AM,16 April 2022  9:11 AM,3 mins 17 secs,2.00,2.00,0.00,0.00,0.00,0.00
171,Finished,16 April 2022  9:13 AM,16 April 2022  9:14 AM,1 min 4 secs,10.00,2.00,2.00,2.00,2.00,2.00
126,Finished,16 April 2022  11:56 AM,16 April 2022  11:58 AM,2 mins 9 secs,8.00,2.00,2.00,2.00,2.00,0.00
154,Finished,16 April 2022  12:57 PM,16 April 2022  12:58 PM,1 min 21 secs,2.00,0.00,2.00,0.00,0.00,0.00
154,Finished,16 April 2022  1:01 PM,16 April 2022  1:02 PM,59 secs,10.00,2.00,2.00,2.00,2.00,2.00
153,Finished,16 April 2022  1:01 PM,16 April 2022  1:02 PM,53 secs,2.00,2.00,0.00,0.00,-,0.00
153,Finished,16 April 2022  1:03 PM,16 April 2022  1:05 PM,1 min 4 secs,8.00,2.00,2.00,2.00,0.00,2.00
155,Finished,16 April 2022  1:28 PM,16 April 2022  1:28 PM,55 secs,8.00,2.00,2.00,2.00,0.00,2.00
188,Finished,16 April 2022  1:54 PM,16 April 2022  1:56 PM,2 mins 1 sec,0.00,0.00,0.00,0.00,0.00,0.00
188,Finished,16 April 2022  1:57 PM,16 April 2022  1:59 PM,1 min 33 secs,10.00,2.00,2.00,2.00,2.00,2.00
156,Finished,16 April 2022  2:12 PM,16 April 2022  2:12 PM,22 secs,4.00,0.00,2.00,2.00,-,0.00
156,Finished,16 April 2022  2:13 PM,16 April 2022  2:13 PM,25 secs,10.00,2.00,2.00,2.00,2.00,2.00
157,Finished,16 April 2022  3:03 PM,16 April 2022  3:04 PM,1 min 13 secs,0.00,0.00,0.00,0.00,0.00,0.00
157,Finished,16 April 2022  3:05 PM,16 April 2022  3:06 PM,1 min 3 secs,8.00,2.00,2.00,2.00,0.00,2.00
159,Finished,16 April 2022  4:38 PM,16 April 2022  4:39 PM,43 secs,0.00,0.00,0.00,0.00,0.00,0.00
159,Finished,16 April 2022  4:40 PM,16 April 2022  4:41 PM,20 secs,10.00,2.00,2.00,2.00,2.00,2.00
160,Finished,16 April 2022  5:58 PM,16 April 2022  6:05 PM,6 mins 54 secs,4.00,0.00,0.00,2.00,2.00,0.00
160,Finished,16 April 2022  6:06 PM,16 April 2022  6:07 PM,1 min 5 secs,10.00,2.00,2.00,2.00,2.00,2.00
175,Finished,16 April 2022  9:59 PM,16 April 2022  10:00 PM,1 min 3 secs,4.00,2.00,0.00,2.00,0.00,0.00
175,Finished,16 April 2022  10:01 PM,16 April 2022  10:02 PM,1 min 1 sec,8.00,2.00,0.00,2.00,2.00,2.00
206,Finished,16 April 2022  11:07 PM,16 April 2022  11:25 PM,18 mins 37 secs,2.00,0.00,2.00,0.00,0.00,0.00
206,Finished,16 April 2022  11:28 PM,16 April 2022  11:29 PM,59 secs,10.00,2.00,2.00,2.00,2.00,2.00
162,Finished,17 April 2022  1:56 AM,17 April 2022  1:59 AM,2 mins 52 secs,2.00,0.00,0.00,2.00,-,0.00
162,Finished,17 April 2022  2:01 AM,17 April 2022  2:02 AM,1 min 10 secs,10.00,2.00,2.00,2.00,2.00,2.00
567,Finished,17 April 2022  2:47 AM,17 April 2022  2:58 AM,11 mins 15 secs,4.00,0.00,2.00,2.00,0.00,0.00
567,Finished,17 April 2022  2:59 AM,17 April 2022  3:01 AM,1 min 20 secs,10.00,2.00,2.00,2.00,2.00,2.00
163,Finished,17 April 2022  8:34 AM,17 April 2022  8:35 AM,26 secs,2.00,0.00,0.00,2.00,0.00,0.00
163,Finished,17 April 2022  8:35 AM,17 April 2022  8:38 AM,2 mins 16 secs,8.00,2.00,2.00,2.00,0.00,2.00
164,Finished,17 April 2022  9:27 AM,17 April 2022  9:28 AM,40 secs,4.00,0.00,2.00,0.00,0.00,2.00
164,In progress,17 April 2022  9:29 AM,-,-,-,-,-,-,-,-
559,Finished,17 April 2022  11:56 AM,17 April 2022  12:14 PM,17 mins 58 secs,4.00,0.00,2.00,2.00,0.00,0.00
259,Finished,17 April 2022  2:21 PM,26 April 2022  7:18 PM,9 days 4 hours,2.00,2.00,0.00,0.00,0.00,0.00
165,Finished,17 April 2022  7:40 PM,17 April 2022  7:47 PM,7 mins 40 secs,6.00,0.00,2.00,2.00,2.00,0.00
167,Finished,17 April 2022  7:57 PM,17 April 2022  8:03 PM,6 mins 1 sec,4.00,2.00,0.00,2.00,0.00,0.00
167,Finished,17 April 2022  8:06 PM,17 April 2022  8:07 PM,1 min 27 secs,10.00,2.00,2.00,2.00,2.00,2.00
166,Finished,18 April 2022  1:32 AM,18 April 2022  1:34 AM,1 min 39 secs,2.00,0.00,2.00,0.00,0.00,0.00
166,Finished,18 April 2022  1:34 AM,18 April 2022  1:35 AM,34 secs,6.00,2.00,0.00,2.00,2.00,0.00
173,Finished,18 April 2022  8:25 AM,18 April 2022  8:31 AM,5 mins 35 secs,4.00,0.00,2.00,2.00,0.00,0.00
168,Finished,18 April 2022  1:34 PM,18 April 2022  1:35 PM,42 secs,2.00,0.00,0.00,0.00,0.00,2.00
168,Finished,18 April 2022  1:35 PM,18 April 2022  1:36 PM,37 secs,2.00,0.00,0.00,0.00,0.00,2.00
168,Finished,18 April 2022  1:40 PM,18 April 2022  1:41 PM,56 secs,6.00,0.00,2.00,2.00,-,2.00
169,Finished,18 April 2022  6:04 PM,18 April 2022  6:15 PM,10 mins 40 secs,2.00,0.00,2.00,0.00,0.00,0.00
169,Finished,18 April 2022  6:16 PM,18 April 2022  6:18 PM,1 min 26 secs,10.00,2.00,2.00,2.00,2.00,2.00
170,Finished,18 April 2022  8:10 PM,18 April 2022  8:17 PM,6 mins 53 secs,0.00,0.00,0.00,0.00,0.00,0.00
170,Finished,18 April 2022  8:19 PM,18 April 2022  8:21 PM,2 mins 9 secs,8.00,2.00,2.00,2.00,2.00,0.00
170,Finished,18 April 2022  8:22 PM,18 April 2022  8:23 PM,57 secs,10.00,2.00,2.00,2.00,2.00,2.00
172,Finished,18 April 2022  8:48 PM,18 April 2022  8:49 PM,40 secs,4.00,0.00,2.00,0.00,0.00,2.00
579,Finished,18 April 2022  9:26 PM,20 April 2022  9:18 PM,1 day 23 hours,2.00,2.00,0.00,0.00,0.00,0.00
186,Finished,18 April 2022  9:57 PM,18 April 2022  10:05 PM,7 mins 21 secs,0.00,0.00,0.00,0.00,-,0.00
181,Finished,18 April 2022  10:04 PM,18 April 2022  10:09 PM,5 mins 56 secs,2.00,0.00,0.00,0.00,0.00,2.00
181,Finished,18 April 2022  10:10 PM,18 April 2022  10:12 PM,1 min 34 secs,10.00,2.00,2.00,2.00,2.00,2.00
945,Finished,18 April 2022  10:35 PM,18 April 2022  10:39 PM,4 mins 6 secs,0.00,0.00,0.00,0.00,0.00,0.00
945,Finished,18 April 2022  10:40 PM,18 April 2022  10:41 PM,1 min 8 secs,10.00,2.00,2.00,2.00,2.00,2.00
194,Finished,18 April 2022  11:19 PM,20 April 2022  9:24 PM,1 day 22 hours,0.00,0.00,0.00,0.00,0.00,0.00
174,Finished,18 April 2022  11:36 PM,18 April 2022  11:40 PM,3 mins 49 secs,4.00,0.00,2.00,2.00,0.00,0.00
176,Finished,19 April 2022  12:18 AM,19 April 2022  12:29 AM,10 mins 51 secs,2.00,0.00,2.00,0.00,0.00,0.00
176,Finished,19 April 2022  12:31 AM,19 April 2022  12:32 AM,1 min 8 secs,10.00,2.00,2.00,2.00,2.00,2.00
186,Finished,19 April 2022  7:28 AM,19 April 2022  7:36 AM,8 mins 1 sec,4.00,0.00,2.00,0.00,0.00,2.00
186,Finished,19 April 2022  7:37 AM,19 April 2022  7:38 AM,41 secs,10.00,2.00,2.00,2.00,2.00,2.00
177,Finished,19 April 2022  8:16 AM,19 April 2022  8:19 AM,2 mins 46 secs,4.00,2.00,0.00,2.00,0.00,0.00
177,Finished,19 April 2022  8:20 AM,19 April 2022  8:20 AM,32 secs,10.00,2.00,2.00,2.00,2.00,2.00
178,Finished,19 April 2022  11:26 AM,19 April 2022  11:38 AM,11 mins 32 secs,2.00,0.00,2.00,0.00,-,0.00
178,Finished,19 April 2022  11:39 AM,19 April 2022  11:39 AM,31 secs,10.00,2.00,2.00,2.00,2.00,2.00
179,Finished,19 April 2022  1:42 PM,19 April 2022  1:42 PM,32 secs,2.00,0.00,0.00,0.00,-,2.00
179,Finished,19 April 2022  1:43 PM,19 April 2022  1:44 PM,43 secs,8.00,2.00,2.00,2.00,2.00,0.00
182,Finished,19 April 2022  5:04 PM,19 April 2022  5:07 PM,3 mins,0.00,0.00,0.00,0.00,-,0.00
182,Finished,19 April 2022  5:07 PM,19 April 2022  5:09 PM,1 min 28 secs,6.00,2.00,2.00,2.00,-,0.00
205,Finished,19 April 2022  5:23 PM,19 April 2022  10:37 PM,5 hours 13 mins,2.00,2.00,0.00,0.00,0.00,0.00
183,Finished,19 April 2022  7:46 PM,19 April 2022  7:47 PM,46 secs,2.00,0.00,2.00,0.00,0.00,0.00
183,Finished,19 April 2022  7:47 PM,19 April 2022  7:49 PM,1 min 12 secs,8.00,2.00,2.00,2.00,0.00,2.00
225,Finished,19 April 2022  9:50 PM,19 April 2022  9:56 PM,6 mins 12 secs,2.00,0.00,2.00,0.00,0.00,0.00
225,Finished,19 April 2022  9:57 PM,19 April 2022  9:58 PM,59 secs,8.00,2.00,2.00,2.00,0.00,2.00
205,Finished,19 April 2022  10:37 PM,19 April 2022  10:38 PM,48 secs,8.00,2.00,2.00,2.00,2.00,0.00
205,Finished,19 April 2022  10:38 PM,19 April 2022  10:39 PM,34 secs,10.00,2.00,2.00,2.00,2.00,2.00
185,Finished,20 April 2022  7:23 AM,20 April 2022  7:24 AM,1 min 36 secs,0.00,0.00,0.00,0.00,-,0.00
185,Finished,20 April 2022  7:26 AM,20 April 2022  7:27 AM,1 min 10 secs,8.00,2.00,2.00,2.00,0.00,2.00
185,Finished,20 April 2022  7:28 AM,20 April 2022  7:29 AM,38 secs,10.00,2.00,2.00,2.00,2.00,2.00
187,Finished,20 April 2022  10:14 AM,20 April 2022  10:15 AM,23 secs,0.00,0.00,0.00,0.00,0.00,0.00
187,Finished,20 April 2022  10:15 AM,20 April 2022  10:16 AM,20 secs,10.00,2.00,2.00,2.00,2.00,2.00
190,Finished,20 April 2022  11:52 AM,20 April 2022  11:52 AM,41 secs,4.00,2.00,2.00,0.00,-,0.00
190,Finished,20 April 2022  11:55 AM,20 April 2022  11:55 AM,55 secs,10.00,2.00,2.00,2.00,2.00,2.00
191,Finished,20 April 2022  12:50 PM,20 April 2022  12:54 PM,4 mins 6 secs,4.00,0.00,2.00,2.00,0.00,0.00
192,Finished,20 April 2022  3:49 PM,20 April 2022  3:50 PM,50 secs,2.00,0.00,0.00,2.00,0.00,0.00
192,Finished,20 April 2022  3:51 PM,20 April 2022  3:51 PM,41 secs,10.00,2.00,2.00,2.00,2.00,2.00
